what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1432773338207
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432773338348
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432773340909
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432773371328
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432773378967
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432773387309
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1432773393908
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432773395577
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773397375
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773397983
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773398342
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773399041
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773401487
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773401499
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773401548
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773404860
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773405130
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773410257
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432773422663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1432773426207
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1432773430127
